subject,subject_type,subject_role,relation,object,object_type,object_role,sentence,source_url,strategy
Novak Djokovic,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"- ""Novak Djokovic beats Rafael Nadal at the Rome Masters – as it happened"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"""US Open 2011: Novak Djokovic beats Roger Federer in five sets"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"- ""Novak Djokovic beats Roger Federer to win ATP World title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"""US Open 2015: Novak Djokovic beats Roger Federer in final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"- ""Novak Djokovic Saves 2 M.P. To Beat Roger Federer In Historic Final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Stanislas Wawrinka,PERSON,Player,"- ""Novak Djokovic beats Stanislas Wawrinka to reach Australian Open final – as it happened"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Stefanos Tsitsipas,PERSON,Player,"""Dubai Tennis Championships: Novak Djokovic beats Stefanos Tsitsipas in final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Stefanos Tsitsipas,PERSON,Player,"""Novak Djokovic rallies to beat Stefanos Tsitsipas in epic French Open final"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Tomas Berdych,PERSON,Player,"- ""Novak Djokovic beats Tomas Berdych to win fifth China Open"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,playedAgainst,Tomas Berdych,PERSON,Player,"- ""Novak Djokovic beats Tomas Berdych to win Monte Carlo title"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Novak Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Novak Djokovic,PERSON,Player,won,Australian Open,ORG,Tournament,"At Australian Open, Nadal progressed to his fifth Australian Open final without losing a set, then won only eight games against Novak Djokovic, which was Nadal's first straight-sets defeat in a major final.[311]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Novak Djokovic,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Novak Djokovic,PERSON,Player,won,French Open,ORG,Tournament,"At the French Open, Nadal won his semi-final match against Ferrer to set up another final against Novak Djokovic.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Novak Djokovic,PERSON,Player,won,French Open,ORG,Tournament,"Nadal won his 13th French Open, beating Novak Djokovic in straight sets in the final, only losing seven games.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Novak Djokovic,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Novak Djokovic,PERSON,Player,won,Grand Slam,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Pablo Carreño Busta,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open Nadal won his first three matches in straight sets against Hugo Dellien, Federico Delbonis and Pablo Carreño Busta.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Pat Cash,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""Pat Cash: Novak Djokovic has beaten top guys over and over, in their prime"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Pete Sampras,PERSON,Player,won,French Open,ORG,Tournament,"Pete Sampras, 14 Grand Slam winner and known for his excellent serve, never won the French Open – his best result being a semi-final in 1996.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Pete Sampras,PERSON,Player,won,Grand Slam,ORG,Tournament,"Pete Sampras, 14 Grand Slam winner and known for his excellent serve, never won the French Open – his best result being a semi-final in 1996.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Pete Sampras,PERSON,Player,won,US Open,ORG,Tournament,He also became the first male teenager to win a major singles title since Pete Sampras won the 1990 US Open at age 19.[8],https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Philipp Kohlschreiber,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"As a warm-up ahead of Wimbledon, Nadal played in Halle, losing to Philipp Kohlschreiber in the quarterfinals.[223]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Philipp Kohlschreiber,PERSON,Player,playedAgainst,Alexander Zverev.[301,PERSON,Player,He beat Philipp Kohlschreiber and Alexander Zverev.[301],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,fromCountry,Miami,GPE,Country,"- ""Rafael Nadal Withdraws From Indian Wells & Miami"".",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Rafael Nadal,PERSON,Player,playedAgainst,Albert Ramos-Vinolas,PERSON,Player,"- ""Monte Carlo Masters: Rafael Nadal beats Albert Ramos-Vinolas for record 10th title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"- ""Rafael Nadal wins battle of generations to beat Alcaraz, 18, to Indian Wells final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"In Miami, he defeated Rafael Nadal in the quarterfinals, Andy Murray in the semifinals, and Guillermo Cañas in the final, earning his first Masters title and becoming the youngest male champion in the history of the tournament.[52]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Berdych,PERSON,Player,"""Wimbledon 2010: Rafael Nadal beats Berdych in final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Casper Ruud,PERSON,Player,"Rafael Nadal defeated Casper Ruud in the final, 6–3, 6–3, 6–0 to win the men's singles tennis title at the 2022 French Open.",https://en.wikipedia.org/wiki/2022_French_Open_%E2%80%93_Men%27s_singles,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,"- ""US Open 2019: Rafael Nadal beats Daniil Medvedev to win 19th Grand Slam title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Daniil Medvedev,PERSON,Player,"- ""Rafael Nadal beats Daniil Medvedev to win US Open men's final – as it happened"".",https://en.wikipedia.org/wiki/US_Open_(tennis),dependency
Rafael Nadal,PERSON,Player,playedAgainst,David Ferrer,PERSON,Player,"- ""Rafael Nadal beats David Ferrer to claim a fifth Rome Masters"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,David Ferrer,PERSON,Player,"- ""Rafael Nadal beats David Ferrer to win Mexican Open title in Acapulco"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"- ""Rafael Nadal Beats Dominic Thiem To Win Mutua Madrid Open Title | ATP Tour | Tennis"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"- ""Daniil Medvedev beats Rafael Nadal to set up ATP Finals clash with Dominic Thiem"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Dustin Brown,PERSON,Player,"- ""Wimbledon 2015: Rafael Nadal beaten by Dustin Brown"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Gael Monfils,PERSON,Player,"- ""Rafael Nadal beats Gael Monfils to win Qatar title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Guillermo Cañas,PERSON,Player,"In Miami, he defeated Rafael Nadal in the quarterfinals, Andy Murray in the semifinals, and Guillermo Cañas in the final, earning his first Masters title and becoming the youngest male champion in the history of the tournament.[52]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Rafael Nadal,PERSON,Player,playedAgainst,John Isner,PERSON,Player,"- ""Rafael Nadal beats John Isner to win Cincinnati Open"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Nick Kyrgios,PERSON,Player,"(1 July 2014). ""Rafael Nadal beaten by Nick Kyrgios at Wimbledon"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""Rafael Nadal beats Novak Djokovic in straight sets at Rome Masters"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"- ""Rafael Nadal beats Novak Djokovic to win record seventh French Open title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Rafael Nadal beats Novak Djokovic to win seventh French Open"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Rafael Nadal beats Novak Djokovic to win second US Open title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Rafael Nadal beats Novak Djokovic to win ninth French Open title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Rafael Nadal: Rafa Must Improve Serve to Beat Novak Djokovic"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Rafael Nadal beats Novak Djokovic to win eighth consecutive Monte Carlo Masters title"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Roger Federer,PERSON,Player,"- ""Rafael Nadal beats Roger Federer to win Madrid Masters"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Stan Wawrinka,PERSON,Player,"""French Open 2017 Final AS IT HAPPENED: Rafael Nadal beats Stan Wawrinka in stunning win"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Stefanos Tsitsipas,PERSON,Player,"- ""Rafael Nadal Saves M.P., Beats Stefanos Tsitsipas For 12th Barcelona Title | ATP Tour | Tennis"". ATP Tour.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Taylor Fritz,PERSON,Player,"- ""Mexican Open: Rafael Nadal wins third title after beating Taylor Fritz"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Taylor Fritz,PERSON,Player,"- ""Rafael Nadal beaten by Taylor Fritz in Indian Wells final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,playedAgainst,Tomas Berdych,PERSON,Player,"""Rafael Nadal beaten by Tomas Berdych at Australian Open"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rafael Nadal,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Rafael Nadal,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Rafael Nadal.[76,PERSON,Player,won,Grand Slam,ORG,Tournament,It was the first Grand Slam title in 3 years not won by Roger Federer or Rafael Nadal.[76],https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
"Ramón Delgado,[38",PERSON,Player,won,the Open Era,ORG,Tournament,"In 2002, Nadal, then ranked No. 762, received a wild card to the ATP 250 event on his home island of Mallorca,[37] where on 29 April, Nadal won his first ATP match by defeating No. 81 Ramón Delgado,[38] and became the ninth player in the Open Era to do so before the age of 16.[36][39",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Ricardo Villacorta,PERSON,Player,playedAgainst,Marcel Granollers,PERSON,Player,"Career Nadal won the Spanish junior championships in 1997 and 1998, beating Ricardo Villacorta and Marcel Granollers respectively.[16][17]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Richard Gasquet,PERSON,Player,playedAgainst,Carlos Moyá,PERSON,Player,"On clay, he defeated Richard Gasquet in the final of the Estoril Open,[60] and reached the quarterfinals in Rome and Hamburg, losing to Nadal and Carlos Moyá, respectively.[61][62]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Richard Gasquet,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"On clay, he defeated Richard Gasquet in the final of the Estoril Open,[60] and reached the quarterfinals in Rome and Hamburg, losing to Nadal and Carlos Moyá, respectively.[61][62]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Richard Gasquet,PERSON,Player,playedAgainst,Nadal,PERSON,Player,"In September, Nadal entered the final Challenger event of his career, on hard courts in Saint-Jean-de-Luz, retiring with an injury against Richard Gasquet, who never defeated Nadal again.[48][56]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Roddick,PERSON,Player,playedAgainst,Djokovic,PERSON,Player,"""Roddick makes final by beating Djokovic"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Roger Federer,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Roger Federer,PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Roger Federer,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"0. Djokovic then claimed his sixth Australian Open, beating Roger Federer in the semifinals and Andy Murray in the final.[179]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Roger Federer,PERSON,Player,playedAgainst,Dominic Thiem,PERSON,Player,"At the Australian Open, he beat Roger Federer in the semifinals and defeated Dominic Thiem in five sets in the final, earning his eighth Australian Open and 17th Grand Slam title.[226]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Roger Federer,PERSON,Player,playedAgainst,Jo-Wilfried Tsonga,PERSON,Player,"At the ATP Finals, Nadal was defeated by Roger Federer and Jo-Wilfried Tsonga in the round-robin stage, and was eliminated from the tournament.[204]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Roger Federer,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,- The world No. 1 players who Nadal defeated were Roger Federer (13 times)[604] and Novak Djokovic (10 times).[605],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Roger Federer,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,- The world No. 1 players who Nadal has defeated in his career are Roger Federer (13 times) and Novak Djokovic (10 times).[566],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Roger Federer,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"He won the Indian Wells Masters, defeating Roger Federer, and the Miami Masters by beating Rafael Nadal.",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Roger Federer,PERSON,Player,playedAgainst,Rafael Nadal,PERSON,Player,"- ""Roger Federer beats Rafael Nadal in four sets to reach Wimbledon men's final"".",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Roger Federer,PERSON,Player,won,Australian Open,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Roger Federer,PERSON,Player,won,Grand Slam,ORG,Tournament,It was the first Grand Slam title in 3 years not won by Roger Federer or Rafael Nadal.[76],https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Roger Federer,PERSON,Player,won,Grand Slam,ORG,Tournament,"At the Australian Open, Nadal won his semi-final match against Roger Federer to set up a third successive major final against Novak Djokovic, which he lost in a five-set epic that lasted 5 hours and 53 minutes, the longest Grand Slam final match (by duration) in history.[207]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Roger Federer's,PERSON,Player,won,Grand Slam,ORG,Tournament,"In doing so, he won his 20th Grand Slam title, equalling Roger Federer's men's singles record.[332][333]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Roger Federer.[196,PERSON,Player,won,French Open,ORG,Tournament,"However, Nadal retained his No. 1 ranking during the clay-court season and won his sixth French Open title by defeating Roger Federer.[196]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Roger Federer.[36,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"Following his Wimbledon loss, Nadal won 16 consecutive matches and three consecutive tournaments, the Swedish Open, Stuttgart Open, and the Canada Masters, defeating Agassi in the final of the latter to win the first hardcourt title of his career and to bring his ranking to No. 2 on 25 July 2005, where he remained for the next three years behind Roger Federer.[36]",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Rose Stanley,PERSON,Player,fromCountry,South Africa.[95][96,GPE,Country,"At 2.40pm on Day Seven (Monday 28 June) of the 2010 Championships, the one-millionth numbered Wimbledon queue card was handed out to Rose Stanley from South Africa.[95][96]",https://en.wikipedia.org/wiki/Wimbledon_Championships,cooccurrence
Ruben Bemelmans,PERSON,Player,playedAgainst,Olivier Rochus.[189][190,PERSON,Player,He beat Ruben Bemelmans and Olivier Rochus.[189][190],https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Rublev,PERSON,Player,playedAgainst,Tsitsipas,PERSON,Player,"At the ATP Finals, Nadal defeated Rublev and defending champion Tsitsipas progressing to the semi-finals and securing ending the year as No. 2.[338]",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Serena,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"This marked only the second time in tennis history (after Serena and Venus Williams between the 2002 French Open and the 2003 Australian Open), two players played four consecutive major singles finals against each other.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Serena,PERSON,Player,participatedIn,French Open,ORG,Tournament,"This marked only the second time in tennis history (after Serena and Venus Williams between the 2002 French Open and the 2003 Australian Open), two players played four consecutive major singles finals against each other.",https://en.wikipedia.org/wiki/Rafael_Nadal,cooccurrence
Serena Williams,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Serena Williams,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Sergiy Stakhovsky,PERSON,Player,playedAgainst,Marc Lopez,PERSON,Player,"Nadal helped Spain secure a Davis Cup World Group place for 2014, beating Sergiy Stakhovsky and winning a doubles with Marc Lopez.",https://en.wikipedia.org/wiki/Rafael_Nadal,dependency
Sinner,PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"The pair have played some notable matches, including the final of the 2023 ATP Finals, which Djokovic won,[379] the 2024 Australian Open semifinal, which Sinner won in four sets,[380] and the 2024 Shanghai Masters final, which Sinner won in straight sets.[381]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Sinner,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"They also contested two Masters finals in 2025, at the Italian Open and the Cincinnati Open, both won by Alcaraz;[239][240] and the final of the 2025 ATP Finals, where Sinner defeated Alcaraz in straight sets.[241]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Sinner,PERSON,Player,playedAgainst,Alcaraz,PERSON,Player,"- ""Sinner Storms Back To Beat Alcaraz In Miami SF, Ending Spaniard's No. 1 Reign"".",https://en.wikipedia.org/wiki/Carlos_Alcaraz,dependency
Sinner,PERSON,Player,won,Australian Open,ORG,Tournament,"The pair have played some notable matches, including the final of the 2023 ATP Finals, which Djokovic won,[379] the 2024 Australian Open semifinal, which Sinner won in four sets,[380] and the 2024 Shanghai Masters final, which Sinner won in straight sets.[381]",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Sinner,PERSON,Player,won,French Open,ORG,Tournament,"Alcaraz won their first major final at the French Open, despite Sinner holding three championship points in the fourth set.",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Sinner,PERSON,Player,won,French Open,ORG,Tournament,"They met back to back in the semifinals at the 2025 French Open and 2025 Wimbledon, where Sinner won both times",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Sinner,PERSON,Player,won,US Open,ORG,Tournament,"They met again at Wimbledon, where Sinner won in four sets, dethroning defending champion Alcaraz; and at the US Open, where Alcaraz won in four sets, dethroning defending champion Sinner.[238]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Sinner,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"They met again at Wimbledon, where Sinner won in four sets, dethroning defending champion Alcaraz; and at the US Open, where Alcaraz won in four sets, dethroning defending champion Sinner.[238]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Sinner,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"They met back to back in the semifinals at the 2025 French Open and 2025 Wimbledon, where Sinner won both times",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Sinner.[238,PERSON,Player,won,US Open,ORG,Tournament,"They met again at Wimbledon, where Sinner won in four sets, dethroning defending champion Alcaraz; and at the US Open, where Alcaraz won in four sets, dethroning defending champion Sinner.[238]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Sinner.[238,PERSON,Player,won,Wimbledon Championships,ORG,Tournament,"They met again at Wimbledon, where Sinner won in four sets, dethroning defending champion Alcaraz; and at the US Open, where Alcaraz won in four sets, dethroning defending champion Sinner.[238]",https://en.wikipedia.org/wiki/Carlos_Alcaraz,cooccurrence
Spencer Gore,PERSON,Player,playedAgainst,William Marshall,PERSON,Player,"Spencer Gore, an Old Harrovian rackets player, defeated William Marshall 6–1, 6–2 and 6–4 in 48 minutes.",https://en.wikipedia.org/wiki/Wimbledon_Championships,dependency
Stan Wawrinka,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"At the Australian Open, he defeated Stan Wawrinka in a memorable fourth-round match lasting over five hours,[135] and went on to beat Andy Murray in the final to win a record third consecutive Australian Open title in the Open Era.[136]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Stan Wawrinka,PERSON,Player,playedAgainst,Andy Murray,PERSON,Player,"In the semifinals, he faced defending champion Stan Wawrinka, this time prevailing in 5 sets, and then beat Andy Murray in the final to win his 5th Australian Open title and 8th major overall.[163]",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Stan Wawrinka,PERSON,Player,won,French Open,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
Stan Wawrinka,PERSON,Player,won,Grand Slam,ORG,Tournament,"On the other hand, notable players who have won multiple Grand Slam events and have won the French Open, includes Rafael Nadal, Björn Borg, Steffi Graf, Ivan Lendl, Monica Seles, Novak Djokovic, Mats Wilander, Serena Williams, Stan Wawrinka, Justine Henin and Chris Evert, showing proof of their great versatility.",https://en.wikipedia.org/wiki/French_Open,cooccurrence
"Stan Wawrinka,[602][603",PERSON,Player,participatedIn,Australian Open,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
"Stan Wawrinka,[602][603",PERSON,Player,participatedIn,Wimbledon Championships,ORG,Tournament,"Other matches include the five-set 2013 Australian Open fourth round against Stan Wawrinka,[602][603] the 2018 Wimbledon semifinal against Nadal, which lasted five brutal sets played over two days,[604][605] the five-set 2019 Wimbledon final against Roger Federer, the l",https://en.wikipedia.org/wiki/Novak_Djokovic,cooccurrence
Stanislas Wawrinka,PERSON,Player,playedAgainst,Novak Djokovic,PERSON,Player,"""Stanislas Wawrinka beats Novak Djokovic: as it happened"".",https://en.wikipedia.org/wiki/Novak_Djokovic,dependency
Stefan Edberg,PERSON,Player,won,French Open,ORG,Tournament,"Other notable players who have won multiple Grand Slam events but have never won the French Open, includes John McEnroe, Jimmy Connors, John Newcombe, Venus Williams, Stefan Edberg, Virginia Wade, Boris Becker, Andy Murray, Louise Brough, and Martina",https://en.wikipedia.org/wiki/French_Open,cooccurrence
